row,col,refl_728,area_frac,n_puntos
566,743,0.46070000529289246,1.0,0
567,742,0.46630001068115234,1.0,0
567,743,0.4731999933719635,1.0,0
567,744,0.45739999413490295,1.0,0
568,740,0.49129998683929443,1.0,0
568,741,0.5023999810218811,1.0,0
568,742,0.49559998512268066,1.0,0
568,743,0.47600001096725464,1.0,0
569,740,0.48660001158714294,1.0,0
569,741,0.4918000102043152,1.0,3
569,742,0.5012000203132629,1.0,2
569,743,0.47690001130104065,1.0,0
570,739,0.5157999992370605,1.0,0
570,740,0.5077999830245972,1.0,0
570,741,0.48649999499320984,1.0,3
570,742,0.49219998717308044,1.0,3
570,744,0.46709999442100525,1.0,1
571,740,0.49380001425743103,1.0,2
571,742,0.47850000858306885,1.0,4
571,743,0.47510001063346863,1.0,5
571,744,0.48399999737739563,1.0,1
572,737,0.48429998755455017,1.0,0
572,738,0.4702000021934509,1.0,0
572,739,0.4830000102519989,1.0,0
572,740,0.4837999939918518,1.0,3
572,741,0.48840001225471497,1.0,3
572,742,0.47540000081062317,1.0,3
572,743,0.47510001063346863,1.0,6
572,744,0.5049999952316284,1.0,2
573,736,0.4975000023841858,1.0,0
573,738,0.4717000126838684,1.0,0
573,739,0.47189998626708984,1.0,0
573,740,0.46889999508857727,1.0,2
573,742,0.46939998865127563,1.0,3
573,743,0.4691999852657318,1.0,2
573,744,0.4661000072956085,1.0,0
573,745,0.4864000082015991,1.0,0
574,738,0.43650001287460327,1.0,0
574,739,0.4242999851703644,1.0,1
574,740,0.426800012588501,1.0,4
574,741,0.4388999938964844,1.0,3
574,742,0.460099995136261,1.0,1
574,743,0.4629000127315521,1.0,0
574,744,0.48500001430511475,1.0,2
574,745,0.484499990940094,1.0,0
575,735,0.47839999198913574,1.0,0
575,736,0.44940000772476196,1.0,0
575,738,0.4226999878883362,1.0,0
575,740,0.42309999465942383,1.0,1
575,741,0.4043999910354614,1.0,1
575,742,0.4271000027656555,1.0,0
575,743,0.4345000088214874,1.0,0
575,744,0.46050000190734863,1.0,0
576,736,0.42910000681877136,1.0,0
576,738,0.38040000200271606,1.0,0
576,739,0.36399999260902405,1.0,0
576,740,0.36329999566078186,1.0,1
576,741,0.3804999887943268,1.0,1
576,742,0.39559999108314514,1.0,0
577,735,0.41499999165534973,1.0,0
577,737,0.36649999022483826,1.0,0
577,738,0.3628000020980835,1.0,0
577,739,0.36399999260902405,1.0,0
577,740,0.35370001196861267,1.0,0
577,741,0.36489999294281006,1.0,0
577,742,0.38690000772476196,1.0,0
577,743,0.37959998846054077,1.0,0
577,744,0.42910000681877136,1.0,0
577,745,0.45570001006126404,1.0,0
578,735,0.4016999900341034,1.0,0
578,736,0.37450000643730164,1.0,0
578,737,0.3686999976634979,1.0,0
578,738,0.34279999136924744,1.0,0
578,739,0.3515999913215637,1.0,0
578,740,0.35989999771118164,1.0,0
578,742,0.3625999987125397,1.0,0
578,743,0.36899998784065247,1.0,0
578,744,0.3984000086784363,1.0,0
578,745,0.4503999948501587,1.0,0
579,734,0.40310001373291016,1.0,0
579,737,0.3684000074863434,1.0,0
579,738,0.34369999170303345,1.0,0
579,739,0.3587000072002411,1.0,0
579,740,0.35370001196861267,1.0,0
579,741,0.3732999861240387,1.0,0
579,743,0.36250001192092896,1.0,0
579,744,0.38109999895095825,1.0,0
580,736,0.35600000619888306,1.0,0
580,737,0.3384000062942505,1.0,0
580,738,0.3474000096321106,1.0,0
580,739,0.36800000071525574,1.0,0
580,741,0.37299999594688416,1.0,0
580,742,0.3463999927043915,1.0,0
580,743,0.36090001463890076,1.0,0
580,744,0.3700999915599823,1.0,0
580,745,0.41780000925064087,1.0,0
580,746,0.45809999108314514,1.0,0
581,735,0.37310001254081726,1.0,0
581,736,0.3528999984264374,1.0,0
581,737,0.35910001397132874,1.0,0
581,738,0.3767000138759613,1.0,0
581,739,0.37389999628067017,1.0,0
581,740,0.3621000051498413,1.0,0
581,741,0.3617999851703644,1.0,0
581,742,0.34860000014305115,1.0,0
581,744,0.35190001130104065,1.0,0
581,745,0.40400001406669617,1.0,0
581,746,0.430400013923645,1.0,0
582,733,0.39419999718666077,1.0,0
582,734,0.37070000171661377,1.0,0
582,735,0.3668999969959259,1.0,0
582,736,0.3334999978542328,1.0,0
582,737,0.361299991607666,1.0,0
582,738,0.39489999413490295,1.0,0
582,739,0.3921000063419342,1.0,0
582,740,0.3456000089645386,1.0,0
582,741,0.35929998755455017,1.0,0
582,742,0.36730000376701355,1.0,0
582,743,0.36469998955726624,1.0,0
582,744,0.36419999599456787,1.0,0
582,745,0.3865000009536743,1.0,0
582,746,0.4528000056743622,1.0,0
583,735,0.3659999966621399,1.0,0
583,736,0.34279999136924744,1.0,0
583,738,0.4020000100135803,1.0,0
583,739,0.4226999878883362,1.0,0
583,740,0.3747999966144562,1.0,0
583,741,0.3662000000476837,1.0,0
583,742,0.36320000886917114,1.0,0
583,744,0.3531999886035919,1.0,0
583,745,0.37139999866485596,1.0,0
583,746,0.42660000920295715,1.0,0
584,733,0.4108000099658966,1.0,0
584,734,0.3781000077724457,1.0,0
584,736,0.34549999237060547,1.0,0
584,737,0.36959999799728394,1.0,0
584,739,0.4203000068664551,1.0,0
584,740,0.3736000061035156,1.0,0
584,741,0.3698999881744385,1.0,0
584,742,0.3837999999523163,1.0,0
584,743,0.3531000018119812,1.0,0
584,745,0.38269999623298645,1.0,0
584,746,0.4262999892234802,1.0,0
585,734,0.3783999979496002,1.0,0
585,735,0.36230000853538513,1.0,0
585,736,0.34769999980926514,1.0,0
585,737,0.33809998631477356,1.0,0
585,738,0.37950000166893005,1.0,0
585,739,0.388700008392334,1.0,0
585,740,0.3601999878883362,1.0,0
585,741,0.37049999833106995,1.0,0
585,742,0.3709999918937683,1.0,0
585,743,0.3474999964237213,1.0,0
585,744,0.3711000084877014,1.0,0
585,745,0.38769999146461487,1.0,0
585,746,0.4253999888896942,1.0,0
585,747,0.4636000096797943,1.0,0
586,734,0.3855000138282776,1.0,0
586,735,0.3562000095844269,1.0,0
586,737,0.36649999022483826,1.0,0
586,738,0.35910001397132874,1.0,0
586,739,0.3806999921798706,1.0,0
586,740,0.36800000071525574,1.0,0
586,741,0.3637000024318695,1.0,0
586,744,0.3634999990463257,1.0,0
586,745,0.40560001134872437,1.0,0
586,746,0.4422000050544739,1.0,0
587,733,0.4133000075817108,1.0,0
587,734,0.3953999876976013,1.0,0
587,736,0.3418000042438507,1.0,0
587,737,0.33379998803138733,1.0,0
587,738,0.336899995803833,1.0,0
587,740,0.35740000009536743,1.0,0
587,741,0.3671000003814697,1.0,0
587,742,0.3644999861717224,1.0,0
587,743,0.38089999556541443,1.0,0
587,744,0.3716999888420105,1.0,0
587,745,0.4068000018596649,1.0,0
587,747,0.4772999882698059,1.0,0
588,733,0.43209999799728394,1.0,0
588,734,0.40459999442100525,1.0,0
588,736,0.3707999885082245,1.0,0
588,737,0.3269999921321869,1.0,0
588,738,0.3425000011920929,1.0,0
588,739,0.3467000126838684,1.0,0
588,740,0.3434000015258789,1.0,0
588,741,0.35530000925064087,1.0,0
588,742,0.3619999885559082,1.0,0
588,743,0.37310001254081726,1.0,0
588,744,0.3817000091075897,1.0,0
588,745,0.40529999136924744,1.0,0
588,746,0.44600000977516174,1.0,0
588,747,0.4700999855995178,1.0,0
589,735,0.38760000467300415,1.0,0
589,736,0.3662000000476837,1.0,0
589,737,0.3504999876022339,1.0,0
589,738,0.3353999853134155,1.0,0
589,739,0.32839998602867126,1.0,0
589,742,0.3815999925136566,1.0,0
589,743,0.37929999828338623,1.0,0
589,744,0.40560001134872437,1.0,0
589,746,0.4668999910354614,1.0,0
590,733,0.44780001044273376,1.0,0
590,734,0.41510000824928284,1.0,0
590,735,0.40630000829696655,1.0,0
590,736,0.3756999969482422,1.0,0
590,737,0.362199991941452,1.0,0
590,739,0.3555999994277954,1.0,0
590,740,0.34769999980926514,1.0,0
590,741,0.3808000087738037,1.0,0
590,742,0.36480000615119934,1.0,0
590,743,0.4009000062942505,1.0,0
590,745,0.45570001006126404,1.0,0
590,746,0.4641000032424927,1.0,0
591,734,0.44530001282691956,1.0,0
591,736,0.3910999894142151,1.0,0
591,737,0.3903000056743622,1.0,0
591,738,0.3578999936580658,1.0,0
591,739,0.38659998774528503,1.0,0
591,741,0.4004000127315521,1.0,0
591,742,0.400299996137619,1.0,0
591,743,0.42829999327659607,1.0,0
591,744,0.4401000142097473,1.0,0
591,746,0.47440001368522644,1.0,0
591,747,0.4788999855518341,1.0,0
592,734,0.4749999940395355,1.0,0
592,735,0.46149998903274536,1.0,0
592,736,0.4244000017642975,1.0,0
592,737,0.39559999108314514,1.0,0
592,738,0.39579999446868896,1.0,0
592,739,0.40230000019073486,1.0,0
592,740,0.4050000011920929,1.0,0
592,741,0.41690000891685486,1.0,0
592,742,0.42489999532699585,1.0,0
592,744,0.47620001435279846,1.0,0
593,735,0.47749999165534973,1.0,0
593,736,0.4731000065803528,1.0,0
593,737,0.4262000024318695,1.0,0
593,738,0.413100004196167,1.0,0
593,740,0.42750000953674316,1.0,0
593,741,0.45010000467300415,1.0,0
593,742,0.4620000123977661,1.0,0
593,744,0.49160000681877136,1.0,0
593,746,0.4830999970436096,1.0,0
593,747,0.4950999915599823,1.0,0
594,734,0.49470001459121704,1.0,0
594,735,0.4851999878883362,1.0,0
594,736,0.48019999265670776,1.0,0
594,737,0.4672999978065491,1.0,0
594,741,0.4821999967098236,1.0,0
594,743,0.49380001425743103,1.0,0
594,745,0.503600001335144,1.0,0
594,746,0.5027999877929688,1.0,0
594,747,0.492000013589859,1.0,0
595,733,0.47760000824928284,1.0,0
595,734,0.5034000277519226,1.0,0
595,735,0.4959000051021576,1.0,0
595,736,0.4781000018119812,1.0,0
595,737,0.46889999508857727,1.0,0
595,741,0.4796999990940094,1.0,0
595,744,0.5175999999046326,1.0,0
595,747,0.49140000343322754,1.0,0
595,748,0.5026000142097473,1.0,0
596,732,0.4884999990463257,1.0,0
596,736,0.4771000146865845,1.0,0
596,737,0.4871000051498413,1.0,0
596,739,0.4675999879837036,1.0,0
596,740,0.48170000314712524,1.0,0
596,741,0.47749999165534973,1.0,0
596,742,0.47600001096725464,1.0,0
596,744,0.517300009727478,1.0,0
596,747,0.4839000105857849,1.0,0
597,736,0.47099998593330383,1.0,0
597,738,0.44859999418258667,1.0,0
597,741,0.4724999964237213,1.0,0
597,743,0.5105999708175659,1.0,0
597,745,0.503000020980835,1.0,0
598,734,0.4848000109195709,1.0,0
598,736,0.4993000030517578,1.0,0
598,740,0.47699999809265137,1.0,0
598,742,0.47189998626708984,1.0,0
599,732,0.5105999708175659,1.0,0
599,736,0.4810999929904938,1.0,0
599,744,0.5109999775886536,1.0,0
600,732,0.5029000043869019,1.0,0
600,738,0.4553999900817871,1.0,0
600,739,0.46939998865127563,1.0,0
600,740,0.4772999882698059,1.0,0
600,741,0.48339998722076416,1.0,0
601,732,0.5001999735832214,1.0,0
601,739,0.46939998865127563,1.0,0
601,740,0.49160000681877136,1.0,0
601,742,0.4936999976634979,1.0,0
603,735,0.46639999747276306,1.0,0
603,737,0.47350001335144043,1.0,0
603,738,0.46239998936653137,1.0,0
603,741,0.48249998688697815,1.0,0
604,732,0.46880000829696655,1.0,0
604,739,0.4645000100135803,1.0,0
604,740,0.48010000586509705,1.0,0
605,735,0.46149998903274536,1.0,0
606,738,0.45350000262260437,1.0,0
